Id;Label;Type of Name;Date of Birth;Date of Death;Bio;Places;Languages
skp014163;Frederik van Salm Rhijngraaf;namedPerson;1607;1673;heer van Neuvillier (1607-1673);Eekeloo|[S.l.]|Eekloo|S.l|Muiden|Den Haag|Londen;fra
skp014165;Frederik van Dohna;namedPerson;1621;1688;gouverneur van Oranje;Orange|[S.l.]|Den Haag;fra
skp014166;Frederik van Dorp;namedPerson;1612;1679;"councillor of the Court of Holland, Zeeland, and West Friesland|heer van Maasdam|Ridderschap of Holland|Ridderschap of Holland; diplomat; councillor of the Court of Holland, Zeeland, and West Friesland; ambassador to Sweden; heer van Maasdam";[S.l.]|S.l.|null;ned
skp014174;Frederik van Marselaer;namedPerson;1584;1670;burgemeester van Brussel en letterkundige|Mayor of Brussels;Den Haag|'s-Gravenhage;lat|ned
skp014175;Frederik van Nassau-Zuijlestein;namedPerson;1624;1672;"graaf van Buren; le commandeur de Buren Zuylenstein";Breda|Parijs|La Haye|'s-Gravenhage|Den Haag|Wijk bij Duurstede;fra|ned
skp014178;Frederik von Schwartzenberg;namedPerson;1582;1640;member of the States-General|vrijheer van Schwartzenberg-Hohenlansberg;[S.l.]|null|..|S.l.|Aurich|Utrecht;ned|dui|lat|fra
skp014189;Frederik van den Sande;namedPerson;1577;1617;;Arnhem;lat
skp014205;Freminet;namedPerson;0;0;;Lyon;fra
skp014216;Freybergen;namedPerson;0;0;correspondent of Christiaan Huygens;;fra
skp014412;Friedrich Herman von Schomberg;namedPerson;1615;1690;;Londen|Berlijn|[S.l.];fra
skp014459;Friedrich Lindenbrog;namedPerson;1573;1648;brother of Henricus Lindenbrogius;Leiden|null|Hamburg|Parijs|S.l.|`s-Gravenhage|[S.l.];lat
skp014490;Friedrich Spanheim;namedPerson;1600;1649;professor of theology, Leiden;[Leiden]|[S.l.]|S.l.|null|Leiden;fra|lat
skp014491;Friedrich Spanheim;namedPerson;1632;1701;Dutch theologian, historian, and archaeologist;Leiden|Den Haag|Leyde|null|S.l.|`Branbach ad Renum'|Heidelberg|Londen|[S.l.]|Oxford;lat|fra
skp014561;Friedrich Wilhelm;namedPerson;1620;1688;elector of Brandenburg (1640-88)|keurvorst van Brandenburg (1620-1688);[S.l.]|Den Haag|[Berlijn]|S.l.|Voorburg;dui|fra|lat
skp014665;Frédéric Maurice de La Tour d'Auvergne-Bouillon;namedPerson;1605;1652;Duc|Duc de Bouillon|French general|hertog|hertog van Bouillon|le duc;Nijmegen|[S.l.]|Den Haag|Parijs|null|'s-Gravenhage;fra
skp014669;Frédéric Rivet;namedPerson;1617;1666;"member of the Council of the Prince ('Raad van de Prins')|Secretary to Amalia van Solms|Secretary to Amalia van Solms; member of the Council of the Prince ('Raad van de Prins'); son of André Rivet|son of André Rivet";Kleef|Berlijn|Den Haag|null|Turnhout|'s-Gravenhage|Parijs;fra|lat|eng
skp014672;Frédéric de La Tremoille;namedPerson;0;1642;graaf de Laval;Vennes|Middelburg;fra
skp014673;Frédéric de Langes de Montmirail;namedPerson;1630;1697;Seigneur de Lubieres;Den Haag;fra
skp014977;George Rataller Doubleth;namedPerson;1600;1655;member of the Supreme Council;Den Haag|'s-Gravenhage|null|Amsterdam|S.l.|Leiden|Delft|Muiden|Arundel;fra|ned|lat
skp014997;Gerard Schaep;namedPerson;1599;1654;member of Amsterdam town council;null|Den Haag|'s-Gravenhage|S.l.|Brussel;ned
skp015377;G.J. van Hogendorp;namedPerson;0;0;;Haarlem;fra
skp015423;Georg Michael Lingelsheim;namedPerson;1556;1636;;Heidelberg|null|S.l.;lat
skp015500;G.le Saige;namedPerson;0;1637;;Den Haag|[S.l.];ned|fra
skp015524;Gabriel Gustavsson Oxenstierna;namedPerson;1587;1640;;Gotenburg;lat
skp015539;Gabriel Mouton;namedPerson;1618;1694;French theologian, mathematician and astronomer;;fra
skp015542;Gabriel Naudé;namedPerson;1600;1653;bibliothecaris van kardinaal Mazarin;Rome|null|Parijs|Helmstedt|Leiden|[S.l.]|Amsterdam|Hamburg;lat|fra
skp015546;Gabriel Rochechouart;namedPerson;1600;1675;marquis de Mortemart;[S.l.];fra
skp015565;Gabrielle de Valavoir- de Forbin;namedPerson;0;0;;Parijs;fra
skp015568;Gachet;namedPerson;0;0;;[S.l.];fra
skp015586;Gaillard Guiran;namedPerson;1600;1680;;Nimes|null|Den Haag;fra
skp015626;Gaspar F. Duarte;namedPerson;1582;1653;;Antwerpen|null;fra
skp015633;Gaspar Schott;namedPerson;1608;1666;;Würzburg|null;lat|dui
skp015639;Gaspar van Vosbergen;namedPerson;1575;1649;;Keulen|'s-Gravenhage|null|S.l.|Amsterdam;fra|ned
skp015665;Gaston Jean-Baptiste de France;namedPerson;1608;1660;"duke of Orléans; third son of Henry IV of France and Marie de Medici";Saint-Pourcain|S.l.|Blois;
skp015668;Gaston van Orléans;namedPerson;1608;1660;;[S.l.];fra
skp015716;Gecommitteerde Raden van Holland;organization-group;0;0;;Den Haag|Hulst|Doornik|'s-Gravenhage|Amsterdam;ned
skp015770;"Gedeputeerden van Wesel; Wesel";organization-group;0;0;;Wesel;ned
skp015779;Geelvinck;namedPerson;0;0;;;ned
skp015781;Geeraert Brandt;namedPerson;1626;1685;;Amsterdam|S.l.|Hoorn|null|Nieuwkoop|Den Haag|Katwijk|Rotterdam|Dordrecht|'s-Gravenhage|Warmond|Gouda;ned|lat|fra
skp015787;Geertrude Doublet-Huygens;namedPerson;1599;1680;;S.l.|[S.l.];fra
skp015789;Geertruyd Gordon;namedPerson;1649;1728;Poet;Hulst|Den Haag;fra|ned
skp015796;"Geertruidenberg; Schout; burgemeesters en regeerders van";organization-group;0;0;burgemeesters en regeerders van Geertruidenberg;Geertruidenberg;ned
skp015884;Georg Rudolf Weckerlin;namedPerson;1584;1653;;Otlandes|null;
skp015920;Georg Calixt;namedPerson;1586;1656;;Helmstedt|Köningslutter|null;lat
skp015993;Georg Friedrich von Waldeck;namedPerson;1620;1692;;Mellé, kamp bij|Den Haag|Arolse|Naarden;fra|dui|ned
skp016070;Georg Müller;namedPerson;0;1639;;Hamburg|Basel;lat
skp016193;Georg Frederik van Nassau-Siegen;namedPerson;1606;1674;"governor of Bergen op Zoom|governor of Bergen op Zoom; governor of Rheinberg [Rijnberk]|governor of Rheinberg [Rijnberk]";'s-Hertogenbosch|Rijnberk;
skp016219;George Keller;namedPerson;1589;1652;secretaris van de tweede Zweedse gevolmachtigde Johan Adler Salvius;Hamburg;dui
skp016223;George Lauder;namedPerson;1603;1670;"English lieutenant colonel in the service of the States ('der Staten')|English lieutenant colonel in the service of the States ('der Staten'); poet";null|Breda;fra|eng
skp016239;George Rawlins;namedPerson;0;0;;;eng
skp016246;George Sayer;namedPerson;0;0;;;eng
skp016259;George Zuerius;namedPerson;0;1637;;'s-Gravenhage;
skp016317;Georgius Gentius;namedPerson;1618;1687;;Constantinopel|Oxford|Lyon|null;lat|ita
skp016377;Gerardt Bernard von Pelnitz;namedPerson;0;1676;;Den Haag;fra
skp016394;Gerard Hermansz van Honthorst;namedPerson;1590;1656;;Utrecht|null;ned
skp016418;Gerard Mercator;namedPerson;0;0;jr|jr.|stadssecretaris van Duisburg;Budberg;lat
skp016458;Gerard van Crommon;namedPerson;1652;0;kwartierschout van Peelland in de meierij van 's-Hertogenbosch;Den Haag;ned
skp016490;Gerardt van IJlem;namedPerson;0;0;;Workum;ned
skp016522;Gerardus Johannes Vossius;namedPerson;1577;1649;1549–85)|geleerde|humanist scholar and author|Probably Gerardus Joannes Vossius (1577-1649), and the Bodleian card compiler typed 'G.R.' instead of 'G.J.'?|rector|rector of Dordrecht|son of Joannes Vossius (Alopecius;[S.l.]|Amsterdam|S.l.|Dordrecht|Leiden|Harderwijk|null|Utrecht|Strasbourg|Paris|Den Haag|Stockholm|Padua|Hanau|Passau|Venetië|Leuven|Franeker|Middelburg|Brescia|'s-Gravenhage|Delft|Bremen|'s-Hertogenbosch|Straatsburg|Steinfurt|Frankfurt a. Order|Parijs|Soroe (Denemarken)|Groningen|Londen|Genua|Muiden|Gouda|Lubeck|Venetie|Florence|`s-Gravenhage;lat
skp016547;Gerardus Tuningius;namedPerson;1566;1610;;Amsterdam|Vendôme|null|Luik|Leiden;lat|fra
skp016559;Gerard van Gutschoven;namedPerson;1615;1668;"born in Louvain; physician, philosopher, and mathematician";;lat|fra
skp016568;Gerard van Wassenaer;namedPerson;1589;1664;;Utrecht;
skp016611;Gerhardus Elmenhorst;namedPerson;1580;1621;;Hamburg|Leiden|Leuven|s.l;lat
skp016650;Gerrit Croese;namedPerson;0;0;;[S.l.];
skp016669;Gerrit Paeu;namedPerson;0;0;;[S.l.];ned
skp016722;Gessan;namedPerson;0;0;;Copet;fra
skp016744;Giacinto Siboni;namedPerson;0;0;;S.l.;ita
skp016830;Gijsbert Cuper;namedPerson;1644;1716;;"null|Deventer|Den Haag|Utrecht|Brussel|[S.l.]|Zwolle|Kampen|Nijmegen|Frankfurt|[Deventer]|[Den Haag]|Parijs|Brugelet|Hagae|Deventer [etc.]|'s-Gravenhage|S.l.|Amsterdam|Lille|Zorgvliet|Dordrecht|Caen|Salisbury|Franeker|Harderwijk|Delft|Florence|Steinfurt|Luxemburg|Mechelen|Rome|Venetie|Rovigo|Venetië|Arnstadt|Kleef|Leiden|Herten|Rotterdam|Zutphen|Arnhem|Halberstadt|Keulen|Exeter|Hemingford [e.a.]|Cambridge|Florence [e.a.]|Lon den (Gresham College)|Aleppo|Groningen|Genêts (Fr.)|Is sur Tille|Bemmel|Alkmaar|Haarlem|Gouda|Wenen|Buren|Berlijn|Almelo|Leipzig|Halle|Hamburg|Herborn|Leipzig; Frankfurt; Gotha|Frankfurt am Main|Heemstede|Maastricht|Voorburg|Londen|Smyrna|Altdorf|'s-Hertogenbosch|Aix|Padua|Luik|Hoorn|Gorinchem|'s-Heerenberg|Tiel|Wesel|Vianen|Dijon|Milaan|Napels|Livorno|Leeuwarden|Stockholm|Uppsala|Kopenhagen|Verona|Ménin|Gramez|Mons|Rotterdam etc.|Dwingeloo|`s-Gravenhage";lat|fra|ned|grk|ita|dui|eth|eng
skp016842;Gijsbert van Heerdt;namedPerson;0;0;Captain of the Prince's ship;Rotterdam;ned
skp016864;Gilbertus Jacchaeus;namedPerson;1578;1628;;;lat
skp016883;Gillis van Schendel;namedPerson;1594;0;;Amsterdam|null;ned
skp016884;François Pierre Gillet;namedPerson;1648;1720;Parliamentary lawyer;;lat
skp016924;Giovanni Alfonso Borelli;namedPerson;1608;1679;Italian physiologist, physicist, and mathematician;;ita
skp016967;Giovanni Domenico Cassini;namedPerson;1625;1712;;Parijs|null;fra
skp016996;Giovanni Paolo Foscarini;namedPerson;0;0;composer|guitarist|Italian lutenist;Parijs|[S.l.];ita
skp017031;Girault;namedPerson;0;0;;Parijs|null|Den Haag;fra
skp017073;Gisbertus Voetius;namedPerson;1589;1676;;S.l|Utrecht|null|Den Haag|[S.l.]|S.l.;lat|ned
skp017105;Giuseppe Campani;namedPerson;1635;1715;"Italian astronomer; lens maker";Rome|null;ita
skp017170;Godard Adriaan van Reede van Amerongen;namedPerson;1621;1691;"Dutch diplomat; heer van Amerongen; special envoy to Spain";Kopenhagen|Bylevelt|Keulen|S.l.|null|Utrecht|'s-Gravenhage;ned
skp017199;Godefridus Wendelinus;namedPerson;1580;1667;;null|Den Haag;lat
skp017204;Godefroi Louis d'Estrades;namedPerson;1607;1686;;[S.l.]|Den Haag|null|Paris [etc.]|Douai;fra
skp017205;Godefroid van Haestrecht;namedPerson;1593;1659;;Utrecht|[Nederland];ned
skp017222;Godofredus Henschen;namedPerson;1601;1681;;Antwerpen|null|[S.l.];lat
skp017282;Gottfried Aloys Kinner von Löwenthurn;namedPerson;1610;0;;;lat
skp017323;Gottfried Jungermann;namedPerson;1577;1610;corrector in printing house of Claude de Marne, Frankfurt, 1605;[Hanau] ('E typographio Wecheliano')|Hanau|null|Hannover|Leipzig|'s-Gravenhage|Neurenberg|Heidelberg;lat
skp017330;Gottfried Wilhelm Leibniz;namedPerson;1646;1716;"German philosopher; mathematician";Karlovy Vary/Karlsbad|[S.l.]|Karlsbad|Berlijn|null;lat|fra
skp017410;Govard Bidloo;namedPerson;1649;1713;"personal physician of William III of Orange-Nassau|professor of anatomy and medicine, Leiden|professor of anatomy and medicine, Leiden; physician, anatomist, poet and playwright; personal physician of William III of Orange-Nassau";Leiden|Amsterdam|null;lat|ned
skp017436;Wilhelm van Nassau-Siegen;namedPerson;1592;1642;;Heusden|[S.l.];ned
skp017482;Catharina van Dohna;namedPerson;1627;1699;;Bodegraven;fra
skp017514;Gregorius a Sancto Vincentio;namedPerson;1584;1667;;;lat
skp017558;Pieter Cornets de Groot;namedPerson;1615;1678;"Dutch diplomat; son of Hugo de Groot (Hugo Grotius) (1583-1645)";[S.l.]|null|Keulen|Kopenhagen|Stockholm|Parijs|Antwerpen|Vogelenzang (Boekenrode)|Den Haag|'s-Gravenhage|S.l.|Amsterdam|Münster|Rotterdam|Gouda|Siegen;fra|ned|lat
skp017628;Guilelmo Bartolotti;namedPerson;1602;1658;;Amsterdam|Muiden|null;fra
skp017642;Guilielmus Panterus;namedPerson;1623;1659;;Leiden;
skp017677;Guillaume François Antoine de L'Hospital;namedPerson;1661;1704;;;fra
skp017696;Guillaume de Bie;namedPerson;0;0;;null|Voorn;fra
skp017789;Gustaf Rosenhane;namedPerson;1619;1684;;Stockholm;lat
skp017816;Gédéon de Vaufin;namedPerson;0;0;;Parijs;fra
skp017891;H. Doncker;namedPerson;1626;1699;;S.l.;
skp017920;H. Groeningh;namedPerson;0;0;;`s-Gravenhage;ned
skp017962;Henry Justel;namedPerson;1620;1693;secretaris van de koning van Frankrijk;null|Londen|S.l.|Parijs;fra|lat
skp017993;Henry More;namedPerson;1614;1687;"philosopher, poet, and theologian; Christ's College, Cambridge; FRS";Cambridge|null|Gouda;
skp018067;Hendrik Stevin;namedPerson;1614;1668;;;ned
skp018168;Hendrik van Heuraet;namedPerson;1633;1660;Dutch mathematician;Leiden|null;ned
skp018176;Hugo van Nyeveen;namedPerson;0;1646;;;ned
skp018221;H.A. Flavigny;namedPerson;0;0;French officer in the service of the States ('der Staten');Den Haag;fra
skp018411;Henri Louis de Loménie;namedPerson;1635;1698;comte de Brienne|graaf van Brienne|Secretary of State to Louis XIV of France, Oratorian;null|Parijs|`Bellicampi'|Stockholm;fra|lat
skp018477;Henri de la Tremouille;namedPerson;1599;1674;duc de Thouars, de La Tremoille, and prince de Talmond et Tarante|husband of Marie de la Tour d'Auvergne;[S.l.];fra
skp018601;Hans Sloane;namedPerson;1660;1753;"English physician; collector; baronet; FRS";null|Leiden;lat
skp018656;Hartmann Gotfried van Stein Callenfels;namedPerson;1602;1667;;null|Den Haag;fra
skp018678;Hector Bouricius;namedPerson;1593;1636;;Franeker|Leeuwarden|null|Den Haag|..|Leiden|S.l.;lat|ned
skp018695;Hedwig Agnes van Brederode;namedPerson;1643;1684;"sister of Wolfert Brederode;gravin van Brederode";[S.l.];fra
skp018859;Heinrich von Friesen;namedPerson;1610;1680;Baron;Rochlitz|Dresden|Leiden|Parijs|[S.l.];lat|dui
skp018891;Helena van Brederode;namedPerson;1594;1666;baroness of Podlitz|wife of Baron von Podlitz, an officer of cavalry;Vianen;ned
skp018906;Hen. Paget;namedPerson;0;0;;;eng
skp018965;Hendrik Casimir I;namedPerson;1612;1640;graaf van Nassau-Dietz|stadhouder van Friesland;'s-Gravenhage|Den Haag;fra
skp019020;Henrik Hooft;namedPerson;1617;1678;mayor of Amsterdam;Amsterdam;
skp019127;Hendrik van Bleijswijk;namedPerson;1640;1703;"Burgemeester of Delft|Burgemeester of Delft; Director of the East India Company|Director of the East India Company";Rotterdam|null|Amsterdam|Kampen|Delft;ned|lat
skp019136;Hendrik van Essen;namedPerson;1579;1641;;Harderwijk|Arnhem|Leiden;ned|fra|lat
skp019138;Hendrik van Lantschot;namedPerson;1656;0;watch-maker and surveyor, Middelburg;Middelburg;
skp019146;Hendrik van Nassau Siegen;namedPerson;1611;1652;ambassadeur van Venetië in Munster|graaf van Nassau Siegen (1611-1652);[S.l.]|Hulst [etc.]|[Den Haag];fra|dui
skp019178;Hendrik van den Bergh;namedPerson;1573;1638;;Annendal;fra
skp019228;Henri Auguste de Loménie;namedPerson;1595;1666;comte|comte de Brienne|Count|Count of Brienne|French politician|graaf|graaf van Brienne|Seigneur de La Ville-aux-Clercs|son of Antoine de Lomenie, Seigneur de La Ville-aux-Clerics and Anne d'Aubourg;Parijs;lat
skp019237;Henri Charles de la Trémoille;namedPerson;1620;1672;"prince de Talmont;Prince de Tarente";Parijs|null|Angers|[S.l.];fra
skp019247;Henri Dumont;namedPerson;1610;1684;"'Sous-maître de la musique du Roy', 1672 Master of the Queen's Music, 1673|Composer and organist, Saint-Paul, Paris; maitre of the Chapelle Royale, Versailles, 1663; 'Sous-maître de la musique du Roy', 1672 Master of the Queen's Music, 1673|maitre of the Chapelle Royale, Versailles, 1663";Den Haag|null;fra
skp019286;Henri Jermyn count of Saint Albans;namedPerson;0;1684;;[S.l.]|Parijs|Den Haag;fra
skp019298;Henri Louis Habert;namedPerson;1600;1679;"Habert de Montmor organised meetings for scientific discussion at his house in Paris from c.1655-64. See Oldenburg, Henry, ‘The Correspondence of Henry Oldenburg’, vol. I, 1641–1662, ed. and tr. A. Rupert Hall and Marie Boas Hall (Madison and Milwaukee, 1965), p. 379, note.;sieur de Montmor;French scholar; member of the Académie Française";Parijs|null|Orange;fra
skp019311;Henri de Beringhen;namedPerson;1603;1692;"French officer in the service of the States; later equerry to the King of France";Parijs|Den Haag|[S.l.]|null;fra
skp019312;Henri de Bourbon II;namedPerson;1588;1648;Prince de Condé|prins van Condé;Mézières|Sedan|Lusignan|[S.l.]|S.l.|Den Haag;fra
skp019317;Henri de La Tour d'Auvergne;namedPerson;1611;1675;"Vicomte de Turenne; maréchal général des camps et armées du roi";Versailles|Saint-Germain|[S.l.]|Melun;fra
skp019319;Henri de Lorraine;namedPerson;1601;1666;Duc de Mayenne;Parijs;
skp019323;Henri de Rohan;namedPerson;1579;1638;duc|duc de Rohan|French soldier|Huguenot|husband of  Marguérite de Béthune|prince|prince de Léon|writer;Parijs;fra
skp019334;Henric Piccardt;namedPerson;1636;1712;;;
skp019342;Henrick Bruno;namedPerson;1617;1664;"conrector van de Latijnse school te Hoorn|from Hoorn, Netherlands; writer; teacher";Den Haag|Leiden|[S.l.]|null|S.l|Hoorn|Alkmaar|'s-Gravenhage|Assenede;lat|fra|ned
skp019363;Henricus Bornius;namedPerson;1617;1675;Professor of philosophy;Stockholm|S.l.|Soroe (Denemarken)|Groningen|null|Leiden;lat|fra
skp019413;Henricus Hondius;namedPerson;1573;1650;;Amsterdam|Huizen|null;ned
skp019440;Henricus Meiling;namedPerson;0;0;;Borculo;lat
skp019450;Henricus Regius;namedPerson;1598;1679;professor of medicine, Utrecht;Utrecht;
skp019452;Henricus Reneri;namedPerson;1593;1639;professor of philosophy, Deventer|professor of philosophy, Utrecht;null|Amsterdam|Leiden|Utrecht|Panderen;fra|lat
skp019478;Heinrich Vagetius;namedPerson;1587;1659;;Hamburg;lat
skp019515;Henricy;namedPerson;0;0;;Den Haag;fra
skp019516;Henrietta Maria van Engeland;namedPerson;1609;1669;koningin van Engeland (1609-1669);Parijs|Den Haag|[S.l.]|null;fra
skp019520;Henriette Catharina Prinzess von Anhalt;namedPerson;1637;1708;;Den Haag;fra
skp019564;Henry Basnage de Beauval;namedPerson;1656;1710;;[S.l.]|Den Haag|S.l.|null|Geneve|Rotterdam;fra|lat
skp019566;Henry Bennet;namedPerson;1618;1685;"English politician; secretary of state; first earl of Arlington";[S.l.]|Den Haag|'s-Gravenhage;fra
skp019572;Henry Coventry;namedPerson;1619;1686;"Politician; envoy in Stockholm; brother of William Coventry (1627–86)";Whitehall|null|[S.l.];eng|fra
skp019601;Henry Oldenburg;namedPerson;1619;1677;"German natural philosopher in England; scientific correspondent; secretary of the Royal Society; FRS; publisher of 'Philosophical Transactions'|publisher of 'Philosophical Transactions'|secretary of the Royal Society";Londen|Utrecht|null|Caen|Den Haag|Bolomiën;lat|fra|eng|ned
skp019602;Henry Percy of Alnwick;namedPerson;0;1659;;[S.l.];eng
skp019615;Henry Tuthill;namedPerson;0;0;;;eng|ned
skp019639;Herbert van Beaumont;namedPerson;1607;1679;"pensionaris van Dordrecht|Pensionary of Dordrecht; secretary and charter master of the States of Holland";'s-Gravenhage|Den Haag|null;ned
skp019691;Herman Otto van Limburg Stirum;namedPerson;1592;1644;Commissioner-General of the cavalry|graaf van Limburg Styrum;Megen|Deventer;ned
skp019713;Herman de Hubert;namedPerson;0;1650;;null|Zierikzee;ned
skp019725;Hermann Conring;namedPerson;1606;1681;"German physician; politician; historian";Helmstedt|null|Helmstadt|Luik;dui|lat
skp019838;Hero ab Inthiema;namedPerson;1576;0;;Den Haag|`s-Gravenhage;lat
skp019874;Hesselin;namedPerson;0;0;;Parijs;fra
skp019877;Hester Blaer;namedPerson;0;0;;;ned
skp019984;Hieronymus van Beverningk;namedPerson;1614;1690;"Dutch regent; diplomat; amateur botanist; patron|gezant van de Staten-Generaal";Gouda|Madrid|Nijmegen|Teilingen|'s-Gravenhage|Z.p.|null|Bodegraven|Keulen|Dieren|Den Haag;ned|fra
skp020001;Hinrick Bielcke;namedPerson;0;0;;Münster|null|[S.l.];fra
skp020160;Horace Vere;namedPerson;1565;1635;baron Vere of Tilbury|sir;Den Haag|Guartu, kamp|Gulik;eng
skp020263;Hugo de Groot;namedPerson;1583;1645;Drossaard van Bergen-op-Zoom|Dutch philosopher|jurist|opgesteld voor Claude le Bouthillier seigneur de Foulletourte (1581-1652)|rechtsgeleerde|staatsman|Swedish ambassador, Paris|theologian|zijn stedehouder-baljuw;null|Parijs|[Leiden]|Paris|Poederoijen (slot Loevestein)|Rotterdam|[S.l.]|Loevestein|[Loevenstein]|Den Haag|S.l|Antwerpen|Hamburg|S.l.|'s-Gravenhage|Loevestijn|s.l|Amsterdam|'Ex urbe patria' [Leiden?]|Leiden|Woudrichem|Londen|Arnhem|Middelburg|Heidelberg|Maurier|Pernambuco|Helmstedt|Opole|Bordeaux|Pont-á-Mousson|Stockholm|Karelstadt|Dieppe|Straatsburg|Kempen|[Parijs]|Dantzig|Delft|Muiden|Nîmes|Bergen|Brussel|Ludham|Leuven|Canterbury|Rouen|Tübingen|La Fontaine Dangé|Harderwijk|Lubeck|Saumur|[Nederland]|Dordrecht|Enthini|Norden|Frankfurt|Aula|Hoesdae|Helsingor|Breda|Braunschweig|`Lambet' [Londen]|`s-Gravenhage|Franeker|Stokholm|Brugge|Utrecht|Lübeck|Winton en Thames|Bourges|Belle-Fontaine|Oxford|`Aureliis Ligeinis'|Borculo|Basel|Marseille|Groningen|Tonningen (Holstein)|Vitry le français|Dokkum|Cambridge|St. Germain;ned|lat|fra|grk|dui
skp020279;Hugues de Lionne;namedPerson;1611;1671;"French statesman; marquis de Berny;marquis de Berny";[S.l.]|[Surennes]|Versailles|Parijs|Parijs (St. Germain)|null|Den Haag;fra|lat
skp020485;Iman van Zuydlandt;namedPerson;0;0;heer van Moermont;Zierikzee;ned
skp020519;Iohannus Caterus;namedPerson;1593;1657;;null|[S.l.];ned|lat
skp020536;Isaac Beeckman;namedPerson;1588;1637;;S.l.|null|Dordrecht|Middelburg;lat
skp020542;Isaac Casaubon;namedPerson;1559;1614;;Londen|[S.l.]|null|Parijs|Genève|Geneve|Madrid|Oxford|Leiden|Venetië|Solothurn;lat
skp020545;Isaac Dorislaus;namedPerson;1595;1649;judge of admiralty|professor of history, Cambridge;;lat
skp020546;Isaac Gruterus;namedPerson;1610;1680;Poet;"Rotterdam|[S.l.]|'s-Gravenhage|Middelburg|Nijmegen|null|S.l.|Maastricht|Utrecht|Amsterdam|Parijs|Capelle-Goes|Caen|Deventer|Assenede|Leiden|Den Haag|Amsterdam ; S.l.";lat|ned
skp020568;Isaac Newton;namedPerson;1643;1727;"Natural philosopher; mathematician; FRS";;eng
skp020577;Isaac Thuret;namedPerson;1630;1706;;;fra
skp020590;Isaac de La Peyrère;namedPerson;1596;1676;librarian, secretary and diplomat for the prince de Conde;;fra|lat
skp020676;Ismaël Boulliau;namedPerson;1605;1694;French theologian, mathematician, astronomer;Parijs|null|S.l.|Caen|Utrecht;lat|fra
skp020679;Israel Jaski;namedPerson;1573;1642;;;lat
skp020702;Johan Tiellens;namedPerson;1623;1681;;Totteridge near Barnet|Hamburg|Flensburg|Rotterdam;
skp020783;Johan Basius;namedPerson;1575;1646;;S.l.|null|Muiden;fra
skp020799;J. Bergaigne;namedPerson;0;0;;'s-Hertogenbosch|Breda;ned
skp020831;Johan Boreel;namedPerson;1577;1629;;Middelburg|S.l.|null|Leiden;lat|ned
skp020924;John Collins;namedPerson;1625;1683;"Mathematician; scientific administrator; FRS";;eng
skp021033;Jean Gallois;namedPerson;1632;1707;"co-founder (with Denis de Sallo) of the 'Journal des sçavans'|French scholar and abbé; member of the Académie française, 1672; co-founder (with Denis de Sallo) of the 'Journal des sçavans'|member of the Académie française, 1672";;fra
skp021067;Jacques Grandamy;namedPerson;1588;1672;;;fra
skp021070;James Gregory;namedPerson;1638;1675;"Mathematician; professor of mathematics, St Andrews|professor of mathematics, St Andrews";;lat
skp021148;Johannes Hudde;namedPerson;1628;1704;"burgomaster of Amsterdam, 1672-1703|burgomaster of Amsterdam, 1672-1703; mathematician; governor of the Dutch East India Company|governor of the Dutch East India Company";Amsterdam|null|Parijs;ned|lat
skp021427;J. Puteanus;namedPerson;0;0;;null|Maastricht;lat
skp021530;Johan Skytte;namedPerson;1577;1645;chancellor of Upsala University;Dorpat|Stokholm|S.l.;
skp021689;Joan Wierts;namedPerson;0;0;member of the Council of Brabant;[S.l.]|'s-Gravenhage;lat
skp021691;Johann Wiesel;namedPerson;1583;1662;;;ned|dui
skp021712;J. Woltzogen;namedPerson;0;0;;;fra
skp021756;Jean de Cordes;namedPerson;1570;1642;bibliophile|canon, Limoges|his library was catalogued by Naudé;;fra
skp021767;Jan de Graaf;namedPerson;1673;1697;Dutch mathematician;null|S.l.;ned
skp021775;Jean de Hautefeuille;namedPerson;1647;1724;French abbe, physicist, and inventor;Londen|null|Marly;fra
skp021896;J. van Dussen;namedPerson;0;0;;Den Haag;fra
skp021925;Johannes van Horne;namedPerson;1621;1670;Professor of anatomy, Leiden;null|Leiden|Den Haag;fra
skp021967;Johan van Reede;namedPerson;1593;1682;"Member of the States-General; diplomat; heer van Renswoude";Den Haag|null|'s-Gravenhage|Londen|Enkhuizen|'s-Hertogenbosch;ned|fra
skp021968;Johan van Reigersberg;namedPerson;0;0;rentmeester van Zeeland Bewesterschelde;Middelburg|Amsterdam|'s-Gravenhage|Marseille|S.l.|null;ned|lat
skp021987;Jeronymus van Someren;namedPerson;1644;1699;;;ned|lat
skp022005;Jacob van Veen;namedPerson;1604;1674;"author of astronomical thesis, 'Astronomische raadtselen'|‘baljuw’ and ‘dijkgraaf’ of Heerhugowaard|‘schout’ of Alkmaar|‘schout’ of Alkmaar; ‘baljuw’ and ‘dijkgraaf’ of Heerhugowaard; married Adriana Brassers (d. 1659), 1633; author of astronomical thesis, 'Astronomische raadtselen'";S.l.;
skp022016;Jacob van Wassenaer van Obdam;namedPerson;1610;1665;"Dutch admiral; heer van Obdam";Heusden|Romsö (aan boord van het schip 'De Eendracht')|[S.l.]|[Heusden?]|null|Utrecht|Siro|S.l.|Rijnsdorp|Hellevoetsluis;fra|ned
skp022027;Johan van Wijnbergen;namedPerson;1590;1658;;S.l.|null|Rijnberk;ned
skp022046;J. van der Haeghe;namedPerson;0;0;;Amsterdam|null;fra|ned
